担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,25023529,どんなに忙しくても心の余裕を持ち、周りのひとのことを見ながら行動する,自分なりの気分転換の方法を見つける,前向きな塞翁が馬失敗を悲しむ必要はなく、失敗も自分の味を出してくれるものだと前向きに捉える,何事もずっと上手くいくとは限らず、何かが起こったとしてもそれにうまく対応していくことが重要である,商売は社会のためにならないと続かない, , , ,,, , ,0,, 
吉松,25023530,心の余裕がとても大切。,お客さんと仕入れ先の人に喜んでもらえるような商売を作ることができるのが魅力,プラスチックをただ減らしていくだけでは方向性がおかしくなる,心の余裕がないことに自分で気づくことが、改善への大きなきっかけ,Kwicに将来の宝になり得る情報が紛れているかもしれないから、見過ごさないようにしよう, , , ,,, , ,0,, 
吉松,25023535,会社に入り、活躍するため海外へ足を運ぶこと,海外企業との仕事には心とココロの交流が大切ということ,自分のことも相手のことも知る必要があるということ,人間万事塞翁が馬,対話を頑張れば大丈夫ということ, , , ,,, , ,0,, 
吉松,25023536,SDGs,コンサル,環境ビジネス,社会のための商売,忙しさと心の余裕, , , ,,, , ,0,, 
吉松,25023537,社会に出て商社などの会社に入って仕事をするにあたって自分自身で足を運んで海外に訪れること,外国企業との関わりが大切である,自分のことを知り相手のことを知って何が良いのかを探ること,前向きな人間万時塞翁が馬,会話ができなくても対話を頑張る, , , ,,, , ,0,, 
吉松,25023539,お客様のためになることは社会のためにもなるのでそれを一緒に走りながら考えていく。,自分のことと相手のことを知りお互いにとっていいこと考えて商売を作っていく。,前向きな塞翁が馬つまり失敗しても反省してすぐに立ち直るとすごくいいことが起こるということ。,プラスチックをなくすことよりもデメリットを減らしてメリットを上げていくことが大切。,自分たちの商売構築をすることによりよりどころを作っていくことが肝要。, , , ,,, , ,0,, 
吉松,25023541,心の余裕,気分転換,反省をする,精一杯楽しむ,ポジティブに変換する, , , ,,, , ,0,, 
吉松,25023542,マネタイズ,環境ビジネス,伊藤忠商事,コンサルティング,前向きな採用, , , ,,, , ,0,, 
吉松,25023543,心の余裕を持つ,現場に自ら足を運ぶ,人間万事塞翁が馬,信頼関係を築く,仕事を楽しむ, , , ,,, , ,0,, 
吉松,25023544,俯瞰する,前向きな塞翁が馬,休憩は大事,忙しくても冷静に周りを見る,心で通じ合う, , , ,,, , ,0,, 
吉松,25023547,俺の夢はおわらねぇ,俺の財宝か？欲しけりゃくれてやる！探せぇー,チョッパー,もっと活躍の場を広げていく,財政危機, , , ,,, , ,0,, 
吉松,25023548,正しく物事を捉える。曖昧な判断などではなく。,チャンスはしっかりとある。逃している、気づいていないだけ。,商売（自分が本当に好きなこと）について,三国貿易での対話→自分の知らない相手に対しても積極的に,信頼関係で成り立つ対話がある。, , , ,,, , ,0,, 
吉松,25023549,忙しくなると周りが見えなくなる,日本人は少数派,三角貿易での対話,前向きな塞翁が馬,真理はなんぢらに自由を得さすべし, , , ,,, , ,0,, 
吉松,25023550,前向きな人間万事塞翁が馬,人間は忙しくなったら余裕がなくなることを自覚する,忙しいは心がなくなると書く,就職活動ではたくさんの企業に行って自分に合ったのを見つける,せっかく関学に来たのだから留学はしたほうがいい, , , ,,, , ,0,, 
吉松,25023551,国際力,善意は役に立たない,仕組みだけが役に立つ,忙しすぎると周りに目がいかない,心理は汝らに自由を得さすべし, , , ,,, , ,0,, 
吉松,25023552,自分に役立つ情報が埋もれているかもしれないから大学からの情報をチェックすることが大切だということ。,忙しいと周りが見えなくなることがあるから息抜きの方法を見つけたり休憩をすることが大切だということ。,世界と関わるうえで、相手と自分が違うというところから始め、お互いを知ることが大切だということ。,自分にとって良くないことが起こってもあまりくよくよせずに反省し、前を向くことが大切だということ。,商売は社会のためにならないと続かないから自分や仕事を磨くという意味で「奉仕のための練達」が大切。, , , ,,, , ,0,, 
吉松,25023553,心の余裕を持つことで他人に対して丁寧接することができる,前向きな塞翁が馬という気持ちをもってよりポジティブに物事を考える,商談は自分と相手を知ることが大事,商社の魅力は色々な事を見ながら商売を組み立てられる事,スキルと知識を蓄える, , , ,,, , ,0,, 
吉松,25023554,前向きな塞翁が馬,大学からの情報をしっかり自分でキャッチする,どんなに忙しい時でも心に余裕を持つことが大切,人々と対話することができる力が大切,上手くいかないこともあるが向き合っていると新しいことが思いついたりうまくいくので諦めないことが大事, , , ,,, , ,0,, 
