担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,参考情報, ,NGワード数,NGワード一覧,再履修
森,29023206,環境ビジネス,自分で商売を作っていくのが商社,国際経験の豊かさ,人が好き,世界を相手にするうえで必要な姿勢は自分を知り相手を知ること, , , ,,, , ,0,, 
森,29023211,環境ビジネス,伊藤忠商事,プラスチック削減と食品ロスなどの影響,商社,前向きな塞翁が馬, , , ,,, , ,0,, 
森,29023215,良いところを使って、悪いところを改善する。,全体を俯瞰しながら意見を出して現実化していく。,自分の力で商売を作っていく。,心のキャパシティを持つことが必要。,前向きな塞翁が馬, , , ,,, , ,0,, 
森,29023218,・前向きな塞翁が馬物事の良し悪しはわからない。くよくよせずにすぐに走り出すことが良い結果に繋がる。,・心の余裕を持つチームで仕事をする上でとても重要な事。忙しいと心に余裕がなくなる。,・お互いを知る貿易をする際に自分と相手のことを知った上でお互いにとって何がいいかを考える。,・社会に奉仕を意識社会にいい・社会のためという意識を持って環境ビジネスに取り組む姿勢。,・人が好き関わっている人が喜んでいるとやりがいを感じる。人との関わりを大切にする。, , , ,,, , ,0,, 
森,29023222,情報は自分でキャッチする,前向きな塞翁が馬,自分なりのリフレッシュ法を探すべき,自分とお客さんにとって良いことが結果社会にとってもいいことにつながることが商社のやりがい,体の余裕より心の余裕をなくすほうが仕事に支障をきたす, , , ,,, , ,0,, 
森,29023226,社会のためにならなければ商売は続かない。,真理は汝を自由に得さすべし。,総合商社,マネタイズ,一時的な花火, , , ,,, , ,0,, 
森,29023231,会話も大事だが仕事は対話が重要,前向きな万事塞翁が馬,自分を知り相手を知る姿勢,心の余裕に気付くこと,Masteryforserviceの姿勢, , , ,,, , ,0,, 
森,29023233,直接的に関係なようなことであっても、社会経験を積むことで、暗黙的に自分の将来の糧になっている。,チームワークを取ることにおいて、仕事に余裕を持ち相手を思いやることが大切。,世界を相手にするときは自分と背景が違うので自分を知り相手を知ることが大切。,何が良くて何が悪いかわからないので失敗しても落ち込み続けるのでなくすぐに反省し立ち上がることが大切。,奉仕のために、自分の仕事の能力を上げることは、継続的に続けていくべきである。, , , ,,, , ,0,, 
森,29023235,人との関係を築くとき、自分をしっかり客観視して知った上で、相手のことを知ろうとすること。,忙しいというときほど、自分を見つめなおす。周りを見る。心のゆとりを持つ。,気分が落ち込む出来事が起きた時ほど自分を回復させ、前へと向かう力が大切。そこでまたチャンスが来るかも,人と向き合うことは自分だけでは知りえなかった価値観や物事に触れる貴重な機会にもなる。,ずっと自分を成長させようと行動したり、新しいこと、興味のあることに進んで取り組むことが大切。, , , ,,, , ,0,, 
森,29023237,ポジティブに考える,正しい商売を作る,人生は自由,コンビニのバイトにも社会に役立つことがある,奉仕の部分を考えながら生きて行く, , , ,,, , ,0,, 
森,29023242,今は新しいビジネスを生み出していく必要がある時代,とにかく行動,相手に協力を求めるなら相手のことをいちばんに詳しくなれ,終始一貫性を持つ,つらいことも自分の人生を豊かにする一つだと思うべき, , , ,,, , ,0,, 
森,29023243,環境ビジネス,海洋ごみ問題,商社,心のキャパシティーが大事,奉仕のための練達, , , ,,, , ,0,, 
森,29023253,「飛び級制度第一号になった小林さんを見習い学校側から配信される情報をきちんとキャッチするべきだ」,「前向きな塞翁が馬」たとえその時の自分にとってよくないことでもそれが良いことにつながるかもということ,忙しすぎて心の余裕をなくすことがあるかも知れないが周りへの態度、視野を広く持つことをいつも意識すべき,世界と貿易をする上で相手のことだけでなく自分のこともきちんと知りそこから文化の違いを受け入れる,根詰めても良いアイデアは生まれないから休憩をとり散歩したりゴロゴロしてリフレッシュを適度にすること, , , ,,, , ,0,, 
森,29023254,前向きな塞翁が馬,忙しい時こそ周りをよく見る,自分に色んな選択肢を残す,自分自身を美味しくする,心理が君たちを自由にする, , , ,,, , ,0,, 
森,29023256,前向きな塞翁が馬,勉強が楽しい,自分が成長していくのが楽しい,背景の違うひととの和解は自分を知り相手を知るそしてお互いの利益があるようにする時,心の余裕がなくなるのは良くない, , , ,,, , ,0,, 
森,29023259,人間万事塞翁が馬,起業して最初の10年は商売人としての力をつけるための時期,コンビニのバイト経験といった少しの社会経験も今の仕事に役立っている,現場に行くのが商売の一つの基本,バックグラウンドの違う人と触れ合う時、自分のことを知り、相手のことも知ろうとする姿勢が大事, , , ,,, , ,0,, 
森,29023267,意見が偏ってしまうと危険であるため、会社には色々な人がいるべきであり、商売には向き不向きは無い。,まず自分のことを知り、相手のことを知り、お互いの違いをわかった上でいい方向に進めて商売を作る。,物事の善し悪しは誰にも分からないのでミスしてもクヨクヨせず、反省をした上ですぐに立ち上がる事が必要。,ファイナンスは何歳であっても学ぶべきであり、今までもこれからの商社にとっても必要である。,心の余裕が無いことは、身体の余裕が無いことよりも仕事に影響してしまうので、心の余裕を持つことが大切。, , , ,,, , ,0,, 
森,29023270,プラスチックやペットボトルの再利用またはこのペットボトル削減をフードロスに繋げていく。,仕事のやりがいを見つけるためにはその仕事に関わっている人が喜ぶことである。,仕事にも難しさ楽さなどが存在するがそれ以外で気分転換をする方法を持っておくべきだと云う。,気分転換も上手くできず、悩み事も溜まってしまい心にも余裕がない時には周りを見る事が大事。,嫌な事も長く続く訳ではないし、その嫌な事をすることで糧となる事も多いのでそれは精一杯楽しむ事が大事。, , , ,,, , ,0,, 
森,29023273,環境関連で次々と出てくる新しい技術を商売としてグローバルでの展開を考える環境ビジネスについて。,何が良くて何が悪いのかわからなくてもくよくよせずに前向きな塞翁が馬だと思うことが大切であること。,大学や他の何においても自分に必要な情報は自ら掴み取りにいかなければ有益な情報を得られないということ。,商社で働く魅力というのは自分でアイデアを出すことができそれを現実化していけることであること。,人は忙しくなると自分の心に余裕がなくなり人を思いやれなくなることをわきまえておくべきだということ。, , , ,,, , ,0,, 
森,29023278,自分良し、空いて良し、世間良しの３方良し,人間万事塞翁が馬,最初いいと思ったことが最後まで調子よく続くとは限らない,商社はいろんな事やる,楽しむことが大事, , , ,,, , ,0,, 
森,29023280,仕事を覚えることは大変ではあるが毎日知らない自分に出会うことができ成長を実感できるので頑張ること。,仕事において体の余裕をなくすよりも心の余裕をなくすことのほうが仕事に支障をきたすので余裕を心掛ける。,忙しくなると周りが見えなくなりがちだが自分は周りが見えなくなっていると自覚することが大事。,物事は何が悪くて何がいいのかなんて分からないから失敗しても前向きに進んでいくことが大事である。,世界を相手にするうえで必要なことは自分のことと相手のことを知ったうえでお互いの考えを共有していくこと, , , ,,, , ,0,, 
森,29023281,お金を稼ぎたいという気持ちよりも事業を持続的なものにするために商売を大切にしていること。,体よりも心の余裕が大切で、それが仕事面や生活面に大きく響くということ。,小林さんは就活を2ヶ月少しで終えられましたが、その短い時間を最大限活用する熱量が素晴らしかった。,学生時代に英語やファイナンスを磨くのも大切だが、学生生活を楽しむことも重要ということ。,現地に赴き、交流を通す中で信頼関係を作る行動力と人間性が素晴らしく大切なことだと思った。, , , ,,, , ,0,, 
森,29023282,毎日成長する楽しみ,心の余裕を持つこと,人との関わりが仕事のやりがいにつながる,世界を相手にするとき自分を知り、相手を知ること,何があってもすぐ立ち上がる, , , ,,, , ,0,, 
森,29023284,環境ビジネス,商売の方法,忙しい人間は心が死んでいる,三角貿易での大切なことは両国を大切にする,SDGsへの取り組み, , , ,,, , ,0,, 
森,29023286,180社ほど見比べ自分に合う会社を見極めること,国際経験や英語能力は大切であり評価が高い,心の余裕を大切にする,くよくよせず反省してすぐに次のことへ切り替える,嫌なことも自分の力になるため前向きに行動する, , , ,,, , ,0,, 
森,29023288,三国貿易は商売基盤がしっかりしていないと成り立たない,掲示板などから得られる自分に有益な情報は自分で選んで見逃さないようにする,CO2の削減はプラスチックをなくせばいいのではなく、プラスチックは軽いため運送の費用が安くなっている,忙しいと心に余裕がなくなるがチームで仕事をするうえで心に余裕を持つことは大切。,世界で活躍するうえで、自分のことも相手のことを知ることも大切で、知ったうえでアイデアや商売を作る。, , , ,,, , ,0,, 
森,29023290,プラスチックのおかげでフードロスやCO2削減につながっている,将来的にプラスになる仕事,24時間商売が成立する,日本の商社が海外と海外の企業をつなげる,会社全体の育成への手厚さ, , , ,,, , ,0,, 
森,29023291,関学が飛び級がある。,情報収集はすべての基本。掲示板やkwicは毎日みる。,心の余裕が仕事につながる,商社は外国語研修がある。,社会のためにならないビジネスは長く続かない, , , ,,, , ,0,, 
森,29023292,商売は世の中の役に立たないと続かない,忙しい時こそ心の余裕を持て,世界を相手にする時はまず自分を知ることが大切,奉仕の精神を大切にする,前向きな塞翁が馬, , , ,,, , ,0,, 
森,29023293,社会で生きていくうえで大切なことは、心の余裕。周りが見えなくなるとチームでの連携に影響するから。,仕事のやりがいは、自分とかかわっているお客さんが喜んでいる姿を見られること。,社会が求めているものは、相手の言語を理解して沢山の人と対話する能力である。,前向きな塞翁が馬。何か失敗してもくよくよしない。悩みすぎないず、どんどんチャレンジすることが大切。,何か失敗しても落ち込まず、趣味などを見つけてリフレッシュして気持ちを切り替えることが大切。, , , ,,, , ,0,, 
森,29023299,人間万事塞翁が馬。不幸なことがあってもくよくよしないで、反省すべきところを見つめて、前に進む。,どんなに忙しくても心に余裕がなくなってしまってはいけない。周りのことを見る。,嫌なことは長くは続かない。スープのようにどんどん新たな味を追加していき、自分だけの味を作っていく。,商売は社会のためにならないと続かない。社会に必要とされるものを常に生み出していかなければならない。,埋もれてしまっている情報に気づいてキャッチする。たった一つの選択が自分の将来を左右する。, , , ,,, , ,0,, 
森,29023300,忙しいとは心が死んでいるそんな人とは仕事をしたくない,ペットボトルを完全に無くすことはできないどうしても使わないといけないところもある。,環境ビジネスSDGSへの取り組み,大学院への飛び級,三角貿易を行う上で両国と仲良くすることでうまくいく, , , ,,, , ,0,, 
森,29023302,良いところもたくさんあるので悪いところを改善することをまず考えてみる。,飛び級の制度を掲示板で見つけた。,心の余裕を無くさないようにする。,前向きな塞翁が馬,嫌なことは自分を美味しくしてくれるものと考える。, , , ,,, , ,0,, 
森,29023308,成績が良ければ飛び級をすることができる,掲示板などの情報をしっかりと見て情報を収集すること。,心の余裕は仕事に直結する。,社会のためにならないとビジネスは続かない。,よくないと思っていたことも後で良いほうに作用することがある。, , , ,,, , ,0,, 
森,29023314,体の余裕をなくすより心の余裕をなくすほうが仕事に影響が出る,まずは自分のことを知ってから相手のことを知りお互いにとって何がいいか考えてアイデアを出す,反省はちゃんとして前向きに考えてすぐ立ち上がることが大事,予期していないことが起こった時自分が回復する方法を考えておくべき,何か新たな発見を通じて答えがみえてくることがあるから諦めてはいけない, , , ,,, , ,0,, 
森,29023315,自覚することの大切さ,興味が無いことにも大切なことが含まれているかもしれないということ,自分の好きな道を進むということ,対話すること,前向きにいること, , , ,,, , ,0,, 
森,29023317,様々なバックグラウンドを持った人との交流,つらい経験がいずれ自分をおいしくする,信用と人柄の大切さ,語学力,楽しめるだけ楽しむのも大事, , , ,,, , ,0,, 
森,29023318,前向きな塞翁が馬,対話,会社の説明会,商売と社会貢献,Masteryforservice, , , ,,, , ,0,, 
森,29023319,心の余裕は仕事に直結するので、常に心に余裕を持っておくのが大事。,今属している仕事が社会に貢献していないと、長くは続かないので仕事の貢献度は必須。,自分がやると決めたことは最後までやりきることがとても大事になる。,関西学院大学には飛び級制度があり、そのためにも学力が必要となる。,前向きな気持ちがいつかは自分を高めてくれることがあるので、常に前向きに過ごす。, , , ,,, , ,0,, 
森,29023322,人と人の力によって社旗を作るとはどういうことなのかが知りたくて社会学部に入学した,24時間商売が展開されているのは特殊なことである,体より心の余裕が仕事に影響する,商社とは、自分が主体となって顧客とともに走りながら商売を作る仕事ができる場所,三国貿易, , , ,,, , ,0,, 
森,29023323,?環境ビジネス環境に配慮した新しい原料や素材を作る,?プラスチックを減らすにはリサイクルし、プラスチックの長所を活用するのがいい,?環境ビジネスの仕事のよろこび諸国を渡り歩き、人との関係で大きなモチベーションを感じる,?世の中を相手にしながら必要な姿勢まず自分を知って相手を知ることが重要で、次にお互いを知ること。,?失敗した経験忙しくて心の余裕を失ってしまったことがある。, , , ,,, , ,0,, 
森,29023325,伊藤忠商事,塞翁が馬,心に余裕を持つ,飛び級制度,情報をキャッチすることが大切, , , ,,, , ,0,, 
森,29023327,商社で働くやりがいは関わる人が喜んでくれること,心の余裕をなくして周りが見えなくなったとき、そのことを自覚することが大事,あまりくよくよせずすぐ立ち上がることで良いことにつながる,MasteryforServiceとは死ぬまで練達していく奉仕の精神,物事は何が良くて何が悪いかわからないものだ, , , ,,, , ,0,, 
森,29023328,商売の楽しさ,前向きな塞翁が馬,くよくよしすぎない,会話ではなく対話が大事,真理が君たちを自由にする, , , ,,, , ,0,, 
森,29023329,プラスチックに関連した環境ビジネスをしていて現実化する面白みがある,どんな情報が自分にとって役に立ってくるかわからないから情報を自分から得る,商社は何でも屋であるが向いている人は商売が好きな人で色んな部署が横断的に関わる,くよくよしすぎないで、沼から出る方法を見つける,人生塞翁が馬で最後まで諦めてない人が成功する, , , ,,, , ,0,, 
森,29023330,自分が失敗したと思っていてもその選択が良い結果をもたらすこともある。,失敗したとき反省することはもちろん大事だがすぐに切り替えて前を向くことも大事。,みんながみんな同じではなく変わり種の入ったスープがおいしいようにひとりひとり違っていい。,１秒ほどしか変わらないのに自分に余裕があるかどうかで相手への印象は大きく変わる。,商社に入って思っていたことと違ってもやってみる能力も必要だがほかの道に行くことも一つの選択である。, , , ,,, , ,0,, 
森,29023331,商社は人材育成に力を入れていることが多いため、一度商社に入ることで成長することができる,大学院は自ら学びたい研究テーマを見つけ出す場所,忙しいという漢字は「心を亡くす」と書くように、忙しさは心の余裕を奪ってしまう,まず自分のことを知り、相手のことも知ることで、互いにとって何がいいのかを模索できる,持続性のない商売は社会全体への奉仕にはならない, , , ,,, , ,0,, 
森,29023334,失敗を分析し、前向きに生きる。,幅広い分野を調べ、挑戦する。,異国の人と関わる。,リフレッシュを大切にする。,学校の情報を集める。, , , ,,, , ,0,, 
森,29023338,自ら情報をキャッチすることが大切。普段、私たちは多くの情報を見過ごしがちである。,忙しい＝心をなくしている。外の目を持ち、心の余裕を持つことが大切。,自分の気分転換の方法を探す。休憩大事！,何かを成し遂げる人は、最後まであきらめない。,予想できないことが起きた時、どうその沼から抜け出すのか、自分なりの抜け出し方を見つける。, , , ,,, , ,0,, 
森,29023339,物事は何が正解で何が不正解か分からないためクヨクヨせずに反省をして切り替えることが大切,忙しいと心を失うため時には休むことも必要である,商社は総合的な会社であり、世界中の人と取引をする。だが商社で働く上で向き不向きがない。,情報をキャッチすることがとても大切。たくさんの情報に溢れているがそれでも全てに目を通すべきである。,相手のことを気遣い丁寧に発言をすることによって相手の信頼を築ける, , , ,,, , ,0,, 
森,29023340,総合商社,いい意味での塞翁が馬,飛び級制度,心の余裕,1から3歳までカナダ, , , ,,, , ,0,, 
森,29023341,前向きが塞翁が馬。「反省してすぐ走る」。自分にとっていやなことは自分の味をおいしくするスパイス。,心に余裕をもつことがチームの連携に繋がることだ。自分の接し方で相手がどう感じるかを考える。,小林さんのとって関学のスクールモットーは常に向上すること。商売は双方のとっていいものであるべき。,世界の人を相手に仕事を行うには、宗教的な価値観を含め、自分と相手が違うのだという認識をもつこと。,アルバイトの経験が知識だけでなく、社会経験や世の中を知る機会になったこと。, , , ,,, , ,0,, 
森,29023344,会話と対話の違い,前向きに取り組む姿勢,何が正しくて何が悪いのかはわからない,社会のためにならなかったら儲かるなどは続かない,忙しいと言って周りをみる目をなくなさい, , , ,,, , ,0,, 
森,29023349,自分で情報をキャッチすることが大切,忙しいと心の余裕がなくなり周りが見えなくなる,人との関わりが仕事に対するモチベーションとなる,前向きな塞翁が馬（悪いことが起きても落ち込みすぎないことが大切）,社会では背景が異なる人との関わりである対話の能力が必要となる, , , ,,, , ,0,, 
森,29023351,自分で情報をキャッチ,心の余裕がなくなると余裕がなくなる,人との関わりが仕事のモチベーションにつながる,背景が違う人と関わり、対話が求められる,塞翁が馬, , , ,,, , ,0,, 
森,29023356,人との関わりを大切にするということ。,自分のことを知り、相手のことを知る。そして互いにとって何が大切なのか考えながら一緒に商売をしていく。,前向きの塞翁が馬,心の余裕を作ること。,自分を磨いて、仕事を磨いて、社会のために役立つ。, , , ,,, , ,0,, 
森,29023359,会話と対話があり、様々な人と対話することが社会に出たときに役立つ,前向きでポジティブな考え方をもつ,自分なりの沼からの抜け出し方を見つける,諦めずに対応し続ける,自分が考えていること以上の良いこと、悪いことが起きてもそれはスパイスのようなもの, , , ,,, , ,0,, 
森,29023364,説明会に１８０社,飛び級,商社,コンサル会社,コンビニ論文, , , ,,, , ,0,, 
森,29023376,商社などでは、ペーパレス、在宅勤務や机の上を綺麗にすることによって作業効率を上げている。,ペットボトルを削減することによって、それをビジネスに変える事ができる。,仕事に夢中になると心の余裕がなくなる。心に余裕がなくなる方が体に余裕を無くすより仕事に影響が出る。,世界を相手にする上で、まず自分のことを知り、相手のことを知ろうとする姿勢が大切である。,海外と仕事する場合対話、信頼関係、前向きな採用、くよくよしすぎない事大切である。, , , ,,, , ,0,, 
森,29023380,伊藤忠商事（いろんなことをグローバルに展開、風通しが良く理不尽なものがないのが特徴）,人と人とのコミュニケーション（小林さんが関学を選んだ理由）,三国貿易（商売のボリュームを大きくする、現場に実際に訪問する）,前向きの姿勢を大切に（小林さんが大切にしていること）,自分のことをよく知り相手をよく知る（人と関わる上で大切であること）, , , ,,, , ,0,, 
森,29023381,前向きな塞翁が馬,心のリフレッシュ,masteryforservice,社会のための商売→継続力,真理は汝を自由にする, , , ,,, , ,0,, 
森,29023382,全体を俯瞰して横断的に仕事をできる商社のやりがいと商売をすることの楽しさ、人との出会いの面白さ,学校からの情報をまめに確認することによる可能性の広がり何かのきっかけが生まれるかもしれない,忙しい時ほど自分を客観的に見つめて心に余裕を持つことの重要性言動で周りへの気配りを忘れない,前向きな塞翁が馬（失敗に対して反省はしても後悔はしすぎない）失敗は成功（とても良いこと）を導く,人生で起こる様々なことを楽しみ、嫌なことは自分をおいしくするものだと考えて乗り越える, , , ,,, , ,0,, 
森,29023385,社会のためになる商売は継続される,前向きな塞翁が馬,心の余裕が大切,MasteryforService,真理は君たちを自由にする, , , ,,, , ,0,, 
森,29023386,前向きな塞翁が馬,自分とバックグラウンドが違う人と関わるときは自分を知ることと相手を知ることが大切な姿勢,心の余裕は大切,真理は君たちを自由にする,社会のための商売→継続につながる, , , ,,, , ,0,, 
森,29023387,前向きな塞翁が馬,心の余裕をもつ,大切なことは、善意や儲けることではなく、社会に還元できる仕組みを作ること,自分自身や相手を知ることが大切,自ら情報をつかみに行くこと, , , ,,, , ,0,, 
森,29023394,失敗したことに対して原因分析は必要であるがいつまでも落ち込んでいる暇はないという”前向きな塞翁が馬”,些細なことでも言い方ひとつで相手に与える印象が変わるためいつも穏やかでいる心の余裕が必要であること。,企業の取り組みは一時的な善意や儲けようという考えでなく社会に還元できるような仕組みが重要であること。,商社に向き不向きはなく、自分を知ることや相手を知ることが重要であること。,自分から積極的に情報を吸収していくこと。, , , ,,, , ,0,, 
森,29023396,人生は自由なのでとりあえずやってみてよかったって思う人もいれば失敗を通して学ぶことも多い。,ペットボトルを削減しながらビジネスにつなげる姿勢や正しい方向性を見て政策することが重要だということ,自分で商売することは自分が主体でお客様の中ではコンサルタントとのようなものになると学んだ。,与えられた仕事を覚えるのは大変だが、毎日が自分の成長していくのが分かるのは仕事の楽しさの一つだ。,体の余裕より心の余裕を無くすほうが仕事に影響が出る。頼み方がよっては言われた側の印象に変化する。, , , ,,, , ,0,, 
森,29023397,振られなければ出会えなかった。,心をうしなうと書いて忙しい。,忙しいと言う人とは働きたくない。,海外体験。,会社の教育方針。, , , ,,, , ,0,, 
森,29023398,商社。自分と相手が違う存在であることを知る。その違いを理解し受けて行くことを学ぶ。,前向きな態度。物事の良さや悪さは簡単に言い切れない。失敗や悩みが良い結果の導出に繋がる場合もある。,心の余裕。自分の心を知ることから周りや物事を見る視野が広がり始める。体より心の余裕に注意すべき。,対話。成長の背景が違う人々と言葉を交わす行為。社会が求めていること。信頼関係から成り立ち始める。,人が好き。人とのコミュニケーションを通じて世界を知る。聞き感じ学びの全てが人々との関係から始まる。, , , ,,, , ,0,, 
森,29023401,環境ビジネスはゴミやプラスチックなどを再生して商品を作るビジネスだ。,環境ビジネスは元々存在する商品を作るより新しいものを作って商売する感じのビジネスだ。,温暖化の対策としてプラスチックを減らすと食料問題などが起きるためプラスチックを改善することが必要だ。,商社は一つの領域ではなく多様な領域で考えて現実化しビジネスをする仕事だ。,商社に入ると何年間は多様なスキルを身につけてもっと年数経過するにつれ深い知識を身につける。, , , ,,, , ,0,, 
森,29023403,どんなに忙しくても、それを言い訳にせずに心のキャパシティーを大切にし、相手をよく見るべきである。,嫌なことや上手くいかなかったときに、その沼から抜け出せる方法を見つけておくことが大事。,マイナスなことが起きたとしても、それが自分の味となり将来の自分に役立つということを意識しておく。,仕事において人との関わりは必要不可欠だから、自分のこと相手のことをよく知る姿勢が大切。,自分と仕事をずっと磨き続けることがMasteryforServiceを実現する上で大切。, , , ,,, , ,0,, 
森,29023406,商売することの面白さ,フリーランスという仕事,忙しいと心の余裕がなくなる,何かを売るにしても結局は心と心である,たくさんのインターンに行くこと, , , ,,, , ,0,, 
森,29023411,前向きな塞翁が馬,商売は社会のためにならないと続かない,自分を知り相手を知る,休憩や気分転換なども良いアイデアを出すためには大事,嫌なことでも自分の力になることがある, , , ,,, , ,0,, 
森,29023415,言葉の一秒の差が相手の印象に大きく影響を与える,180社回るほどの行動力と第一志望に受かるほどの実力,１歳の頃に海外にいただけで会社の中で経歴が評価されるほどグローバルな人材の価値が高い,大学院は自分の専門の学問を極めることができる,商社に憧れれるが時間に追われたりして他人に強く当たってしまうほど大変である。, , , ,,, , ,0,, 
森,29023417,心に余裕を持つことが大切,辛いこともあるが、自分のスープの味を美味しくしていると捉える,自分を知り、相手を知る,クヨクヨせず、反省し、すぐに前を向く,自分が考えているよりも悪いことは、そう長くは続かない, , , ,,, , ,0,, 
森,29023420,貿易実務,大学には飛び級制度がある,資本主義,文化遺産,コンサル(人が触れ合う場所), , , ,,, , ,0,, 
森,29023421,よい意味の塞翁が馬,生涯マスタリーフォーサービス,心に余裕を持った状態でいることは大事（周りを配慮できる）,会話と対話が重要である,社会のためになる商売, , , ,,, , ,0,, 
森,29023422,人間万事前向きな塞翁が馬,会話と対話でお互いの理解を深める,MasteryforService,心の余裕をもって人と接する,大学からの情報をキャッチして未来の選択肢を広げる, , , ,,, , ,0,, 
森,29023423,伊藤忠商事で環境系のビジネスをしている,自分に関係のない情報でもしっかり見ておくと、後の選択肢が増える,心の余裕はチーム連携に大事。それを保つには自分を見つめなおし、相手をよく知ることが大切,自分にとって辛いことでもあきらめずに続けることが大事。いつか必ずいいことが起こる。,商売は必ず社会のためになるものでないといけない。, , , ,,, , ,0,, 
森,29023429,人生は、落ち込んでしまう時もあるけど、それでも立ち直って前を向いて諦めないことが大切。,体力に余裕がなくなるよりも、心に余裕を持てなくなる時のほうが、仕事もうまく回らなくなる。,仕事でお客さんが喜んでくれた時に一番やりがいを感じる。,社会のためになることをしていないと、商社は続かないから、社会に役立つことをするべき。,社会に出たいという気持ちや、インターンシップで仕事が楽しいと思い、就職を決意した。, , , ,,, , ,0,, 
森,29023430,商社は何でも屋で、多様な国の人と関われるということ。,大学で行われているプログラムは自分の将来の可能性が広がるかもしれないので、必ず確認すること。,心の余裕がなくなったときは、周囲の人の自分の見方を見て気づくことが大切だということ。,何か失敗したり、恥ずかしかったことがあっても、くよくよしすぎないこと。,疲れた時やだらだらしたいときは割り切って休むこと。, , , ,,, , ,0,, 
森,29023433,人間万事塞翁が馬,心の余裕を持つ,人との関わりがやりがい,商社とは自ら商売をすること,何が良くて何が悪いかはわからない, , , ,,, , ,0,, 
森,29023436,自分には関係ないと思っている情報の中に宝となる情報が埋もれていることがある,どんなに忙しくても心のキャパシティーを持っておく,丁寧に言うのとぶっきらぼうに言うのとでは1秒しか変わらないが受け取り方は全然違う,自分の状況を自覚しておくために外の目をもっておく,自分とバックグラウンドが違う人もいるのでまずは自分を知るそして相手を知る, , , ,,, , ,0,, 
森,29023439,忙しくても心の余裕を持って人に接する,前向きな塞翁が馬,奉仕のための練達,商売は社会のためにならないと続かない,悪いことは長くは続かないし結果的に自分にとって良い経験になる, , , ,,, , ,0,, 
森,29023441,環境ビジネスはいろんな分野とのかかわりが必要,心の余裕が人の関係を築く,自分と他人を知ってお互いに何がメリットになるか考える,人に向き不向きはないが、やりやすさが変わる,休憩は大事, , , ,,, , ,0,, 
森,29023442,前向きな塞翁が馬という言葉です。,何をすることに対しても楽しむということです。,masteryforserviceの精神を卒業後も持って行動するということです。,小林さんがコンビニでバイトをしていたように自分の興味のある分野があるならそこに飛び込むということです,どんなに忙しいことがあっても心は絶対に失わないようにすることが大切だということです。, , , ,,, , ,0,, 
森,29023443,次世代のことを考える。利益を求める。プラスチックからの移行,一気に150社も調べるその気力、努力,また、やり直せるなら商社または起業をするもう一度商社に行くのがすごい！,余裕のない人はダメ。挨拶一つでも、相手の気持ちに影響される。,周りから言われて、自分の欠点に気づく。受け入れる。, , , ,,, , ,0,, 
森,29023447,人生って自由自分に合っていなかったらやめて探せばいい,机が汚いと効率が落ちる・アイディアも浮かばない,今やっていることが将来役に立つ保障があるとは言い切れないけど何かには必ず役に立つ,心に余裕がなくなると周りが見えなくなる→周りに当たってしまう→そんな人とは働きたくないと感じる,人間万事塞翁が馬, , , ,,, , ,0,, 
森,29023453,大学の掲示板を見て飛び級制度をたまたま知ったのkwickを頻繁に見て、自から情報を探すことが大切。,就活の時合計で180社くらいを見たこと,忙しくなると心に余裕がなくり、周りが見えなくなる,世界の人を相手にするうえでたいせつなことはまず自分や相手のことを知ること,人間万事塞翁が馬最悪なことが起きてもそれが将来力になるかもしれない, , , ,,, , ,0,, 
森,29023454,大学からの情報発信には目を向けておく,忙しい時でも心の余裕を持つ,関わっている人たちが喜んでくれることがモチベーション,前向きな塞翁が馬,商売は社会のためにならないと続かない, , , ,,, , ,0,, 
森,29023457,世界を相手にする上で自分を知ること、相手を知ることが大切,仕事のモチベーションは相手に喜んでもらうこと,前向きな塞翁が馬,自分を磨いて、仕事を磨いて社会に役立つ,嫌なことは長くは続かない。それが自分の味になることもある。, , , ,,, , ,0,, 
森,29023467,銭は役立たない仕組みに答えがある,考えてる以上の事が起きるけど目の前のことを精一杯楽しんでいやな事は前向きにとらえる,忙しいは心がなくなること,人間万事塞翁が馬,真理はなんぢに自由を得さすべし, , , ,,, , ,0,, 
森,29023468,大学からの情報発信は大事なのでよく確認すること,自分に心の余裕がないときはそれを自身で自覚することが大事,一瞬悩むことがあっても、悩み過ぎない。負の沼から抜け出す何かを見つけるのが大事,商売は社会のためにならなかったら、続かない,悪いことが起こっても、自分を作るものであると考える, , , ,,, , ,0,, 
森,29023472,環境ビジネス,情報収集の大切さ,周りが見えなくなる,休憩大事,前向きな塞翁が馬, , , ,,, , ,0,, 
森,29023475,地球温暖化問題を考慮してプラスチックを完全に無くてしまうとフードロスという別の大きな問題が生じる。,軽いためエネルギーを使わずCO2排出しないという点ではプラスチックも地球温暖化問題に有用である。,仕事はチームで連携することが大切なため、忙しくても心のキャパシティをもつこと。,バックグラウンドが異なる人もいるので、自分のことも相手のことも知るのは対話をする上で大切な姿勢である,小林さんが仕事をする上で大切にしている姿勢である前向きの塞翁が馬「物事の良し悪しは分からない」, , , ,,, , ,0,, 
森,29023481,前向きな塞翁が馬,自分がする行為は世界のためになるものでないと続かない,悪いことは長くは続かない本当に辛くなったら逃げるのも良し,忙しくなると心の余裕がなくなるのは仕方がないがそれを自覚していることが大事,悪いことが起こってもくよくよしないあきらめず継続すれば成功する, , , ,,, , ,0,, 
