"回答日時","受付番号","回答ユーザ","第３回:キーワード①","第３回:キーワード②","第３回:キーワード③","第３回:キーワード④","第３回:キーワード⑤"
"2022/04/28 17:17","4973","34021230","社会が広すぎた","研修では、今までの経験が役立つ","弁護士は、ドラマのイメージと実際は違う","相談者の表情が変わる瞬間を見れるのは自分だけ","自分の知識を他者の利益のためにを体現できる"
"2022/04/28 17:16","4972","25022076","やると決めたら楽しむ","第三者的な視点を持たないとダメ","自分で考えて自分で行動することが後に役立つ","社会に出たら人との出会いが自分を助けてくれる","楽しむということは自分の意思で決めること"
"2022/04/28 17:15","4971","37022273","世の中は法律で回ってる","マイペース","やると決めたら楽しむ","俯瞰的に見る(第三者的視点)","来た波に乗っかる(新たな事への挑戦)"
"2022/04/28 17:15","4970","26022130","やると決めたら楽しむ","物事を俯瞰的に見る","選択肢は消去法で","頼まれたものは何かにつながるかもしれないと考えて引き受ける","好奇心を持って自らの足で色々な場所に行って経験を積む"
"2022/04/28 17:15","4969","26021242","のびしろしかない","必死に打ち込む","知らないと怖いものない","とにかくやってみる","ちっぽけでもへこたれない"
"2022/04/28 17:14","4967","25020107","実際はドラマと違う","嫌だと思ったらできない","証拠で裏付け","予測","俯瞰的に見る"
"2022/04/28 17:14","4966","26021001","やると決めたら楽しむ","俯瞰的に見ることの大切さ","来た波には全力で乗る","人の役に立つことの実感","実績、信頼、自信という正のスパイラル"
"2022/04/28 17:14","4965","29021012","自分のペース","周囲と比較して自分が小さく見える","やると決めたら楽しむ","来た波には乗る","努力したりしない限り得られるものはない"
"2022/04/28 17:13","4964","31020604","やると決めたら楽しむ","自分で考えて行動する","良いボスに巡り合えるかは運","波が来たら乗る","キャリアの正のスパイラル"
"2022/04/28 17:13","4963","24022229","自分のペースを保ち続ける","やると決めたら楽しむ","俯瞰的な視点を持ち全力を尽くす","自分で考え行動する","実績→信頼→自信のスパイラル"
"2022/04/28 17:13","4962","34020221","留学経験","他人との差の自覚","自分のイメージとの乖離","仕事と仕事の両立","コミュニケーションの大切さ"
"2022/04/28 17:11","4961","31021550","頭の中にあるものを書名に書き出す","司法試験でやってた勉強と実務は違う","運送契約","売買契約","勤務弁護士"
"2022/04/28 17:10","4959","25022022","やると決めたら楽しむ。","自分にきた波に乗る。","信頼関係を築くために、自信と実績を積む。","自分で考え、自ら取り組む。","様々なことに好奇心をもち取り組む。"
"2022/04/28 17:09","4958","24021763","やると決めたらやりきり、楽しむと決める","ちっぽけと思い始めたら大人への始まり","自分で考えて行動を起こす","とにかく楽しんで学ぶ","実績を上げ、周囲の人の信頼を得る。そして、次の実績につなげる。"
"2022/04/28 17:08","4957","25022106","できないと思ってもやる","やると決めたら楽しむ","関学の強さは卒業生が多い","自分で考えて自分で行動する","必死になるとそのことに疑問を持たない"
"2022/04/28 17:08","4956","29021122","知識をどう使うか","弁護士は人の将来を見据える必要がある","人との繋がりが自分を助ける","好奇心をもって経験を積む","仕事には大きな責任が伴う"
"2022/04/28 17:08","4955","24022314","自分で考えて自分で行動する","波が来たら乗る","やると決めたら楽しむ","基本断らないようにする","やり切ることは大切"
"2022/04/28 17:08","4954","25020209","やると決めたら楽しむ","企業で人を育てる","目の前に来た仕事をとにかくやる","様々なきっかけによって次のステップへ繋がる","やると決めたら楽しむ"
"2022/04/28 17:08","4953","31021351","来た波に対して乗る","波を作っている人に対して真摯に向き合い返していく(利益を出していく)ことが重要","やると決めたら楽しむ、前向きにとらえる","実績→信頼→自信の正のスパイラル","社会人になってからは人との出会いに助けられてできることが多い"
"2022/04/28 17:08","4952","21020018","楽しいことに集中することが大切","決めたら全力で楽しむ","企業で人を育てる","様々なきっかけが次のステップへとつながっていく","自分で考えて行動する"
"2022/04/28 17:07","4951","23022519","嫌だと思ったらできないので、やると決めたら楽しむと決める","弁護士は少し違う面から全体を俯瞰し、依頼者の将来をも見据える第三者的視点が重要である","様々な壁にぶち当たり、自分の存在はちっぽけだと自覚した時が大人の始まりである","自分を成長させてくれるようなに波が来たら乗る","功績を上げる→周囲からの信頼を得る→自分に自信が持てるというキャリアの正のスパイラル"
"2022/04/28 17:07","4950","25020078","やると決めたら楽しむ","経験を溜まって､自分で考えて自分で行動する","誠心誠意","やり切る力","人との出会いと繋がり"
"2022/04/28 17:07","4949","22021196","関学が全ての出発点","やると決めたら楽しむ","弁護士の仕事は第三者的に全力を尽くすこと","法律問題は決断の連続","来た波にはのる"
"2022/04/28 17:06","4948","24021702","強制的ではなく自己の意思を持って考える。","最後まで諦めずに粘り続ける","さまざまなことを楽しみの感覚を持ってみる","自分のペース配分を考える。","焦らずじっくり進めていく。"
"2022/04/28 17:06","4947","31022388","やると決めたら楽しむ","新人のときから自分で考えて自分で行動","波がきたら乗る","実績→信頼→自信のサイクル","自分がしてきたことが役に立つと分かったときの嬉しさ"
"2022/04/28 17:05","4946","25020012","学校と現場での求められる力の差","やると決めたら楽しむ","イメージと現実の乖離","経験","消去法"
"2022/04/28 17:05","4945","25021354","やると決めたら楽しむ","自分で考えて行動する","自分を知ることが大人の始まり","来たものには乗る","努力の先に見返りがある"
"2022/04/28 17:05","4944","24021059","やると決めたら楽しむ","楽しむためには前向きに熱意を持つ","自分で考えて行動する","波が来たら乗る","人との出会いが大切"
"2022/04/28 17:05","4943","34022012","やると決めたら楽しむ","俯瞰的な視点を養う","自分で考えて積極的に行動する","来た波に乗る。チャンスを与えてくれた人に対して誠心誠意返す。実績を残す","実績を上げて周囲の信頼を得る。信頼を得ると自信を持てる。それがまた実績へ繋がる。"
"2022/04/28 17:04","4942","23021264","書面作り","教育","やると決めたら楽しむ","きた波には乗る","前向き"
"2022/04/28 17:04","4941","29020527","やると決めたら楽しむ","全体を俯瞰的に見る視点をもつ","来た波にのる","自分が努力しない限り得られるものはない","周囲の信頼を得られると自信につながる"
"2022/04/28 17:04","4940","24020499","自分のペースを大切に","やり切る力をつける","楽しんで何事もする","信頼関係を築くために聞かれる前に連絡する","周りからの信頼を得る"
"2022/04/28 17:03","4939","22021582","専門分野は宣言するもの","やると決めたら楽しむ","人を育てるという感覚","第三者的視点をもつ","対立同士のどちらにつくかで結論が変わる"
"2022/04/28 17:02","4938","22022193","ドラマみたいな弁護士の言い合いのために1年間書面作りに徹する","やると決めたら楽しむ","実績⇒信頼⇒自信になる","人との出会いは大切","若い頃から自分で考えて行動する"
"2022/04/28 17:01","4937","25022597","やると決めたら楽しんで最後までやり抜くようにする。","社会に出ると自分がちっぽけな存在であることを認識する日が来るが諦めないようにする。","時代の波に乗って誠心誠意に頑張ることで得る実績を利用して信頼を勝ち取る。","他者の利益のために頑張ることは必ず後で自分のためになる。","インターンやアルバイトなどを通して様々な経験を積む。"
"2022/04/28 17:01","4936","23021448","今活躍している人も必ずしも学生時代から意識を高く持っているわけではない","知らないと怖いものはない","やると決めたら楽しむ","波が来たら乗る","関学は全ての出発点"
"2022/04/28 17:00","4935","26022289","やると決めたら楽しむ","自ら経験","好奇心","まだ未熟者","のびしろ"
"2022/04/28 17:00","4934","26021610","自分で考えて自分で行動する","やると決めたら楽しむ","実績と自信はキャリアにおいて循環している","自分の知識を他者の利益のために活用する場面を常に探す","好奇心を持って現場に実際に足を運ぶことが価値になる"
"2022/04/28 17:00","4933","22020527","やると決めたら楽しむ","俯瞰的にみる","いろいろな経験をする","自分に自信を持つ","最後までやりきる"
"2022/04/28 17:00","4932","36021045","やると決めたら楽しむ","今に満足しない、伸び代がある","来た波には乗る","一つ一つの仕事は真剣勝負","好奇心を持って現場に行って経験する"
"2022/04/28 16:59","4931","26021418","やると決めたら楽しむ。","自分で考えて自分で行動する。","俯瞰的、第三者の視点で物事を考える。","実績、信頼、自信のサイクルで仕事をする。","好奇心を持ち、足を運び自らで経験をするべきである。"
"2022/04/28 16:58","4930","24022400","やると決めたら楽しむ。","好奇心を持って色んな現場に足を運ぶことが大切。","努力をしない限り得るものはない。","実績信頼自信実績…という正のスパイラル。","弁護士はMastery for Serviceを体現できる仕事。"
"2022/04/28 16:58","4929","25021161","報連相","俯瞰的に見る","カリキュラムに忠実に","臨機応変に対応","実績信頼自身"
"2022/04/28 16:57","4928","31022014","自分が決めたことをやり切る","自分で考えて行動する","実績を上げることで信頼を得て、自分の自信に繋げる","波が来たら乗る","いろんな人と関わり自分を知る"
"2022/04/28 16:57","4927","26020174","やると決めたら楽しむ。","自分で考えて自分で行動することが将来の活躍に繋がる。","努力しないとそもそも結果は出ない。","客観的に物事を見る。","実績・信頼・自信という正のスパイラルが仕事の力となる。"
"2022/04/28 16:57","4926","25020118","やると決めたら楽しむ","ポジティブに考える","将来を見据えてその人にとって何がよいか","実績信頼自信","自分で考え行動する"
"2022/04/28 16:56","4925","22020884","独立するとより責任が重くなる","波に乗ってみる","知らないことに興味を持つ","自分のことをオープンにする","自分が不満なことは事業にしない"
"2022/04/28 16:56","4924","23022459","情報の十分な伝達","経験が自信に繋がる","相手に自分のことを知ってもらう","必死になる","自分の伸び代を理解する"
"2022/04/28 16:55","4922","24020792","やると決めたら楽しむ","良い人に出会えた","好奇心を持つべき","自ら体験して経験にすべき","社会に役立つ仕事"
"2022/04/28 16:55","4921","22020750","やると決めたことは楽しむ","楽しんでできることを見つける","やったことのないことでもやってみるといろんな可能性がある","人とのめぐりあわせ","周囲の信頼を勝ち取る"
"2022/04/28 16:54","4920","24022761","やると決めたら楽しむ","自分をちっぽけに思うことが大人の始まり","満足せず、まだ伸びしろがあると思う","波にのってみる","自らの足で体験する"
"2022/04/28 16:54","4919","25021128","やると決めたら楽しむ。楽しむと決める。","自分で考えて自分で行動する","信頼関係を築くために、聞かれる前に自分で行動する","波が来たら乗る","好奇心を持って自らいろいろな経験を積む"
"2022/04/28 16:54","4918","25022467","思い切った行動をしたとしても、1度やろうと決めたら楽しむことが大事","1度成功を経験すれば、自分がその事柄に貢献した、という喜びを感じることができるため、今後のモチベーションにもなる","努力なしに何かを得ることは出来ない、一つ一つのことに真剣に取り組むことが大事","波が来たらチャレンジしてみて、そこで実績を残すことが出来れば信頼と自信を得ることが出来る","独立をし、責任者になり、会社経営を任せられたりするなど、決して楽ではない道を必死に歩んできたからこそ今につながっている"
"2022/04/28 16:53","4916","24021807","やると決めたら楽しむ","自分のことをちっぽけだと感じ始めてたらそれが大人の始まりである","うまく行っている時はその波に乗る","その波に乗るということはその波を作ってくれた人達に誠心誠意対応しないといけない","何か実績をあげることで信頼を得て、自信ができ、このループが繋がる"
"2022/04/28 16:53","4917","38022589","経験で得た専門的知識の共有","第三者的視点の重要性","受け入れれやすい説明の錯誤","成功体験によって得られる自信","努力が実った時の達成感"
"2022/04/28 16:53","4915","26020645","やると決めたら楽しむ","実績を上げて信頼を得ることで自信につながる","努力をしない限り得られるものはない","新人の頃から自分で考えて行動するっていうことをしていた","先駆者には誠心誠意実績として返さなければならない"
"2022/04/28 16:52","4914","24022854","やると決めたら楽しむ","自分の意志で決めることの大切さ","自分で考えて自分で行動することが大切","自信は実績をあげて信頼を得て生まれる","自分がちっぽけに思えるようになったら大人になる証拠"
"2022/04/28 16:52","4913","36021336","社会経験","就職活動","コミュニケーション","司法","奉仕"
"2022/04/28 16:52","4912","26021480","周りに影響されすぎず、自分のペースを貫く。","やると決めたら楽しむ。","弁護士の仕事は第三者的に全力を尽くすこと。","現状に満足しない。","声をかけてもらったら、乗ってみる。"
"2022/04/28 16:52","4911","24021820","法曹になるにはさまざまなハードルがある。","事務所に所属せずに即独立する人が増えている。","きっかけが大切。","司法試験は自分自身との戦い。","今までの経験が役に立つことがある。"
"2022/04/28 16:52","4910","39022049","自分の存在がちっぽけだと感じるのは大人になりはじめている証","自分で考えて行動することが大事","実績をあげて信頼を得ることで自信に繋がる","やると決めたら楽しむ","来た波に乗って、波を作り出す人に誠心誠意実績という形で答える"
"2022/04/28 16:51","4909","22022623","大学の印象で、関学を選んだ。","消去法から法学部を選ぶ。","やると決めたら楽しむ","司法試験に三回受けて、合格するくらい諦めない","今の自分に満足せずに学び続ける"
"2022/04/28 16:51","4908","25020037","人の感情を理解する","来た波には乗る","弁護士は人の役に立っていることを実感できる仕事","終わらない勉強を楽しむ力","やると決めたら楽しむ"
"2022/04/28 16:51","4907","38021501","目標を決めたら、目標に向かって全力で目指す志を持つ。","失敗という経験を重ね、その都度乗り越えると大きな自信に繋がる。","人のために役割を果たすと自分の仕事にやり甲斐が生まれる。","知らないことに対してチャレンジ精神を持つと成長する。","負け試合と分かっていても最終的には勝利に持っていく熱意を持つマインドはとても大事。"
"2022/04/28 16:51","4906","25022431","自分で考えて行動する","周りの人への感謝の気持ちを持つ","自信を持つ","人からの信頼を大事にする","やりたいことを楽しんでやる"
"2022/04/28 16:50","4905","22020175","テレビなどで我々が触れる仕事と実際の仕事の乖離を理解する","時にはマイペースも大切である","やると決めたら楽しむ","自ら考え行動することの重要性","伸び代を大切にする"
"2022/04/28 16:50","4904","29020284","やると決めたら楽しむ","運","波がきたら乗る","実績、信頼、自信","自分の意思"
"2022/04/28 16:50","4903","26020098","やると決めたら楽しむ","来た波には乗る","自分が努力しないと何かを得られないからすべての仕事は真剣勝負","自分の能力を他者の利益のために活用する","好奇心を持っていろんな現場に足を運んで自ら経験することが大事"
"2022/04/28 16:50","4902","25020407","おもしろいと感じる","やると決めたら楽しむ","助け合い","1人1人と向き合う","第三者的な視点"
"2022/04/28 16:49","4901","29021211","やると決めたら楽しむ","俯瞰的に物事を見る","情報が不十分だと判断が鈍る","人の役に立てる","好奇心を持ち、自ら体験する"
"2022/04/28 16:49","4900","22020615","秘書だからこそ見える世界","楽しむというのは自分の意思で決めること","少し違う面から全体を俯瞰する","好奇心","自分の意思で物事の捉え方を変えられる"
"2022/04/28 16:49","4899","34020087","語学","親身","やると決めたら楽しむ","ホームページ","ギャップがない"
"2022/04/28 16:49","4898","38021435","第三者","全体を俯瞰","ロースクール","消費者法","真剣勝負"
"2022/04/28 16:49","4897","22020571","秘書だから世界","やると決めたら楽しむ","楽しむと言うのは自分の意志で決めること","ちょっと違う面から俯瞰する","仕組みに追いついていく"
"2022/04/28 16:48","4896","23021070","やると決めたら楽しむ","自分がちっぽけ","良いボスに巡り合う","きた波に乗る","やり切る力"
"2022/04/28 16:48","4895","22020606","秘書だから見える世界","好奇心","実績信頼自信","波がきたら乗る","楽しむというのは自分の意思で決めること"
"2022/04/28 16:47","4894","26020171","やると決めたら楽しむ","やりたいこと楽しいことに集中","第三者的な視点を持たないとダメ","自分が努力しない限り得られるものはない","聞かれる前に連絡することで信頼関係の構築に繋がる"
"2022/04/28 16:47","4893","25020062","丸投げされたことも良い経験","やると決めたら楽しむ","自分を俯瞰的に見る","波が来たら乗る","実績?信頼?自信"
"2022/04/28 16:47","4892","23020164","自分で考えて、自分で行動する","波が来たらのる","実績をのこす","自分はちっぽけだなと思う経験","やりきることが大事"
"2022/04/28 16:46","4891","31022046","決断力","目の前のことから逃げない","仕事を押し付けられて結果的に良かった","やると決めたら徹底的に","楽しむこと(嗜好するもの)をきめる"
"2022/04/28 16:46","4890","23020266","やると決めたら楽しむ","結果は考えずに来た波には乗る","努力をせずに得られるものはない、一つ一つの仕事に真剣勝負","人との出会いの大切さ","現場に足を運んで自ら体験すべき"
"2022/04/28 16:45","4889","32020388","やると決めたら、楽しむ","一つひとつの仕事は真剣勝負","自らどんどん体験する","波が来たら乗る","実績を上げて、信頼を得るを繰り返す"
"2022/04/28 16:45","4888","23020115","熱中するのもいいが俯瞰的な視点がいる","第三者的視点は仕事にも影響がある","前向きに捉えられないと仕事が楽しめない","やると決めたら楽しむ","自分が努力しない限り得られるものはない"
"2022/04/28 16:45","4887","25020617","やると決めたら楽しむ","色んな人の経験を聞く","自分を知ってもらう","自分のものにしていく","来た波には乗る"
"2022/04/28 16:45","4886","29021274","やると自分の「意志で」決めたらとことん楽しむ","さまざまなことを任された機会から自分で考え行動することができた","実績→信頼を得る→自信を得るという生のスパイラルが重要","顧客や仲間などさまざまな場面で関学ネットワークを活かせるときが来る","インターンやアルバイトなど好奇心を持って足を運んで体験することで自分の力にしていくことが役に立つ"
"2022/04/28 16:45","4885","23021020","やると決めたら楽しむ","第三者的な視点を持つ","来た波にのる","目の前にきた仕事をやる","実績、信頼、自信とつながっている"
"2022/04/28 16:44","4884","29021132","楽しむ","自分でやる経験","全体をみる","波に乗る","新しいものに向かう"
"2022/04/28 16:44","4883","25021461","やると決めたら楽しむ","自分でも他人の役に立てることがある","まだ伸び代がある","来た波には乗る","関学は人生の出発点"
"2022/04/28 16:44","4882","36021316","ハマってしまえば、苦にならず日本一難しい試験にも受かる","できませんとは言えずに、何とかこなす。","法律問題とは決断の連続","10日ほぼ寝ずに作った書類で裁判所の判断が変わったのはかなり大きなやりがい","独立するとより一層自分の責任が重くなる。"
"2022/04/28 16:43","4881","37021468","やると決めたら楽しむ","きた波には乗る","現場に足を運び自ら体験してそれを経験に","好奇心をもて","留学はしたかった"
"2022/04/28 16:42","4880","25020331","DX","デジタル化","中小企業","Webアプリケーションの開発","ジャンルレス"
"2022/04/28 16:42","4879","31020066","弁護士の仕事は第三者的に全力を尽くすこと","法律問題は決断の連続","決断が出来なくなっているときは与えるべき情報が足りていない","弁護士は証拠で裏付けしないと負ける","努力しない限り得るものはない"
"2022/04/28 16:42","4878","29021255","その物事を全然知らなかったとしても、やると決めたら楽しむこと","仕事をするうえで熱中することも大事だが、物事を俯瞰的に見ることが大切","自分がとても小さい存在であることに気づき、自分で考えて行動することが成長につながる","失敗経験は成長のきっかけになるし、今の自分に満足せず、伸びしろを作ることが大事","来た波に乗るなら誠心誠意向き合わなければならないし、それが実績、信頼、自信のサイクルにつながる"
"2022/04/28 16:41","4877","24020841","信頼関係","司法研修所","第三者からの視点","何でもチャレンジ","来た波に乗る"
"2022/04/28 16:41","4876","24021072","最も労力がいるのは書面作り","専門分野は好きなことを宣言すること","試験対策と実務で役立つことは違う","司法試験の勉強が楽しかった","知らないと怖いものはない"
"2022/04/28 16:41","4875","29022096","知らなければ怖いものはない","いやだと思ったらできない","説得力","傾聴","来た波には乗る"
"2022/04/28 16:41","4874","25020698","やると決めたら楽しむ","嫌なことや大変なことも全て全力で取り組むことの大切さ","第三者的視点と俯瞰的にみることの重要性","自分で考えて自分で行動する重要性","知らない波に乗る、新しいことにチャレンジすることの大切さ"
"2022/04/28 16:41","4873","25022154","やると決めたら楽しむ","小さい時は思わないけれど大人になるにつれ自分はちっぽけな存在だと思う","依頼者と同じ立場で見るのではなく、第三者として相談に乗る","弁護士だけでなく教師になったことで分かったこともある","自分が努力しない限り何も得られないから仕事を真剣にする"
"2022/04/28 16:41","4872","21021001","やると決めたら楽しむ","第三者的な視点","時には厳しいことを言う","大人の始まり","自分で考えて自分で行動する"
"2022/04/28 16:41","4871","22020431","やると決めたら楽しむ","自分で考え行動する","自分に満足しない","来た波には乗る","目の前のことに誠心誠意向き合う"
"2022/04/28 16:40","4870","26021232","やると決めたら楽しむ","俯瞰的な視点をもって物事を見る","情報が不十分だと決断が鈍るので、情報収集は大切","現状に満足しないで常に向上心をもつ","来た波には乗る"
"2022/04/28 16:40","4869","24021436","唯一の趣味は宝塚","専門は契約書作成","発言するのは得意ではなかった。","ボスから言われたことはノーと言えなかった。","来ませんかと言われて法律事務所に就職した。"
"2022/04/28 16:40","4868","26020053","先輩からの知識が大事","やると決めたら楽しむ","最新の情報や仕組みを理解することが大事","分からないところを潰していく感じで勉強する","決断が大事"
"2022/04/28 16:40","4867","25020573","苦手意識が本職に","競うことの苦しさ","人や上司との巡り合わせ","俯瞰的に全体をみる","やりたいことはやってるうちに見えてくることも多い"
"2022/04/28 16:39","4866","24020366","この世の中は法律で回っている","やるって決めたら楽しむ","弁護士の仕事は第三者的に全力を尽くすこと","法律問題って決断の連続","来た波には乗る"
"2022/04/28 16:39","4865","25020171","やると決めたら楽しむ","物事を俯瞰的に見ることの大切さ","負け試合だと思っていても精一杯頑張ることの大切さ","人生において学びを続けること","色々な人との出会いを大切にする"
"2022/04/28 16:39","4864","23020363","やると決めたら楽しむ","適材適所を見極める","物事を俯瞰してみる","ｍastery for serviceを他者のために活用できる方法を考える","留学は行くべき"
"2022/04/28 16:39","4863","22020871","やると決めたら楽しむ","来た波に乗る。一つ一つの仕事を真剣に取り組む。","お金は降ってこない、努力しない限り得られるものではない。","法律の勉強は無駄にならない","好奇心を持って、色んな現場に足を運んで、自ら体験して、それを経験にする。"
"2022/04/28 16:39","4862","25022255","自分で考えて自分で行動","やると決めたら楽しむ","最終的な結果を深く考えずに挑戦してみる","波が来たら乗る","実績、信頼、自信のスパイラル"
"2022/04/28 16:39","4861","25020290","やると決めたら楽しむ","第三者目線から見る","何かが始まるかもしれない波に乗ってみる","努力しない限り得られるものはない","聞かれる前に連絡する"
"2022/04/28 16:39","4860","25021367","俯瞰的な視点","前向きに捉える","印象","行動力","努力"
"2022/04/28 16:38","4859","23020389","マイペース","興味を持つ","やりがい","波に乗る","信頼関係"
"2022/04/28 16:38","4858","25021556","全て真剣に取り組む、目の前に来たことに全力","お金は降ってこない","自分の知識を誰のために使うか、他者の利益というための精神","弁護士に向いている人はコミュニケーションが高い人、勉強をずっと楽しめる人","好奇心を持って色々な場所へ足を運ぶ"
"2022/04/28 16:38","4857","22020768","勉強","自分との戦い","スタート","責任","内容の理解"
"2022/04/28 16:38","4856","22021671","やりたいことに対してどれだけ大変でも楽しむ。","自分で考えて自分で行動に移す。","やってきた機会は絶対に逃さないこと。","人の役に立っていると実感する仕事に就く。","信頼・実績・自信という積み重ねをつくる。"
"2022/04/28 16:38","4855","37021422","法廷は年に数回しかない","専門分野は自分の好きなことを宣言する","俯瞰的に物事を見る","キャリアの生のスパイラル","やると決めたら楽しむ"
"2022/04/28 16:38","4854","34021173","自分の好きなものを宣言する","司法試験","やると決めたら楽しむ","契約","知らないと怖いものなし"
"2022/04/28 16:37","4853","26021252","やると決めたら楽しむ","俯瞰的な視点をもって仕事をする","良いボスに巡り会えたことがキャリアアップに繋がった","来た波には乗る","一つひとつの仕事が真剣勝負"
"2022/04/28 16:37","4852","25021417","知識は基礎が大事である。","挑戦を恐れない。","なにかをきっかけにして、自分の存在意義を発見できた。","商売相手に自己開示しギャップを生まない。","弁護士という仕事は人の役に立てる。"
"2022/04/28 16:37","4851","22022495","やると決めたら楽しむと決める","充実した環境","第三者的に全体を俯瞰する","依頼者に寄り添う","自分がちっぽけな経験をしたあたりが大人の始まり"
"2022/04/28 16:36","4850","29020355","やると決めたら楽しむと決める","現状に満足しない","スタートが大切","来た波に乗る","信頼関係"
"2022/04/28 16:36","4849","22022693","自分で考えて自分で行動する","一つ一つ全て真剣勝負","実績･信頼･自信の繰り返し","好奇心を持って自分の足を運んで体験する","やると決めたら楽しむ"
"2022/04/28 16:35","4848","26021087","やると決めたころは全力で楽しむ。","自分や当事者だけの視点では無く、第三者的視点で物事を俯瞰的に見ることが大事。","なにかをきっかけに全部が全部自分に役立つとは限らないけど、少しでも自分にも役立てるものを見つけること。","自分で考えて、自分で行動するすることを慣れてない場所でも実践的に行うことで、将来活躍できるきっかけになりうる。","自分に訪れたチャンスに、失敗を恐れずにその波に乗ってみることも大事である。"
"2022/04/28 16:35","4847","26021310","自分が役に立つと知ることが大切","まずは目の前の仕事に全うする","波が来たら乗る","実績を上げ周囲の信頼を得られれば、自信につながる","やり切る力が大切"
"2022/04/28 16:35","4846","31021039","人とのつながりが自分を助けてくれるようになる","嫌だと思うと長続きしないので、やると決めたら楽しむという意志をもつ","鈍感力をもって、やりたいことに集中して楽しむ","不安は相手にも伝わるので、自信をもつことが大事","来た波には乗って、とりあえず一生懸命やってみる"
"2022/04/28 16:35","4845","22022830","やると決めたら楽しむ","俯瞰的に見る","打ち込むことに疑問を持たない","きた波に乗る","自信を持つ"
"2022/04/28 16:34","4844","34021092","やると決めたら楽しむ","熱中することだけでなく、俯瞰的に見る","来た波になる","一つ一つ一生懸命真剣に","好奇心を持っていろんな現場に足を運んで自ら体験して経験に"
"2022/04/28 16:34","4843","29021388","やると決めたら楽しむ。","自分が出来なかったという経験を活かす。","出会いは大切。","好奇心を持って自ら体験してそれを経験することが大事。","来た波に乗り、それに全力で取り組む。"
"2022/04/28 16:34","4842","23020045","やると決めたら楽しむ","俯瞰的に見ることが大事","声をかけてもらえたことは断らない","自ら連絡して信頼関係を","役に立った時の嬉しさ"
"2022/04/28 16:34","4840","26022227","やると決めたら楽しむと決める","悩むことが大人の始まり","自分で考えて自分でやる","波に来たら乗る","信頼を得ると自信を得る"
"2022/04/28 16:34","4841","29021137","弁護士は自分を理解できる仕事","早くに経験できたことは、かけがえのないものになる","理想的なボス：部下の好きにさせて責任は負う","必死に集中していることには疑問を持たなくなる","自分を理解してもらうことが信頼につながる"
"2022/04/28 16:34","4839","29021021","自分がしたいことだけに制限する","自分のペース","やると決めたら楽しむ","熱中しても俯瞰的に見る","波が来たら乗る"
"2022/04/28 16:34","4838","29020267","司法試験の知識と実務の知識では必要とされるものが違う。","やると決めたら楽しむ"," 弁護士の仕事は第三者的な視点を待たなければいけない。"," 熱中することはいいことだけど、俯瞰してみることも大事。","法律問題は決断の連続"
"2022/04/28 16:34","4837","24021813","すべて自分でやりきる気持ちが大切","実績を上げることで信頼と自信を得ることができる","初めての事でも嫌がらず挑戦する","自分の良いと思ったことはやる","学び続けることを楽しむ"
"2022/04/28 16:34","4836","25020143","やると決めたら楽しむ","俯瞰的に見る","来た波に乗る","実績を上げて信頼を得る、そこから自信をつける","好奇心を持って色々な現場に行く"
"2022/04/28 16:33","4835","26021506","法廷で弁護士が言い争うのは年に約二回。ほぼ書類作り。","社会は法律のおかげで回っている。","やると決めたら楽しむ","目の前の事例を解決するには知識だけでなく、思考力が大切。","弁護士は俯瞰的に物事を見るべき。寄り添うことではない。"
"2022/04/28 16:33","4834","24020746","授業に関してもみんなが真剣に取り組み場の空気をつくればそれなりの準備が必要になる。","司法試験と実務の内容は全然違うということを理解する。","現代の波に乗ることによってそれがきっかけでまた新しい波に乗れることもある。波のあることで底も経験することも大事だと考える。","毎日同じ仕事をして熱量なども落ちてくることから転職が多いと考えられる。","就職や実習など実際にその場に行くことによって心は動くので自分の就活で活かせると感じた。"
"2022/04/28 16:33","4833","23021513","やると決めたら楽しむ","社会に出ると自分の小ささに気づくがそれが大人の第一歩","新しいものにも前向きに向かっていく気持ち","実績→信頼→自信","学生ならではの体験を楽しむ"
"2022/04/28 16:33","4832","24021472","何も知らなければ怖いものなどない","第三者的な視点を持つ必要がある","法律問題は決断の連続","目の前のことに全力を注ぐ","ネット社会であっても好奇心を持ち、実際に自ら体験するべき"
"2022/04/28 16:32","4831","37021657","司法試験と実務は全然違った","やると決めたら楽しむ","大人になると自分の存在がちっぽけに感じる","自分で考えて自分で行動する","実績、信頼、自信のキャリアの正のスパイラル"
"2022/04/28 16:32","4830","24020169","一度やると決めたことは楽しみながらやりきる。","わからないことはしっかり調べる。","仕事を振ってくれた人には精一杯返す。","他者の利益のためにマスタリーフォーサービスを活用する。","好奇心を持って様々なことを経験、体験する。"
"2022/04/28 16:32","4829","23021261","やると決めたら楽しむ","出会い","来た波には乗る","仕事は全て真剣勝負","好奇心"
"2022/04/28 16:32","4828","39021055","女性には資格が必要だと思った。","たくさんのバイトをした。なんでもやってみるのが楽しい。","経験が多いほどそれらを活かすことができたときが楽しい。","今だけではなく将来まで説明できなければ、説得力がない。","資料も足で探していた、その時間も大切だった。"
"2022/04/28 16:32","4827","24020207","やると決めたら楽しむ","消去法","全体を俯瞰","伸び代","来た波に乗る"
"2022/04/28 16:32","4826","24022716","嫌だと思ったらできない","やりたいことに集中する","やると決めたら楽しむ","弁護士は将来の道が広がる","自分の力を他人のために使うのが弁護士の良いところ"
