"回答日時","受付番号","回答ユーザ","第3回:キーワード①","第3回:キーワード②","第3回:キーワード③","第3回:キーワード④","第3回:キーワード⑤"
"2022/10/10 16:24","3131","23022028","自分のペースで","やると決めたら楽しむ","人の役に立つことを実感出来る","終わらない法律問題の勉強を楽しむ","目の前の仕事しか見えない"
"2022/10/10 16:24","3130","24021165","消去法で好きなことを","やるなら全力で","いろんなバイトが役に立った","ハマってやることは意外といいかも","自分の知識を他者のために"
"2022/10/10 16:22","3129","29022050","やりたいこと、楽しいことがあれば集中する","やるときめたことは楽しむ","社会に出て自分はちっぽけな存在だと知った","新人の頃から自分で考えて行動するようになった","波が来たら乗って誠心誠意実績として返す"
"2022/10/10 16:22","3128","22022079","やると決めたら楽しむ","波が来たらのる","出会い","好奇心","自ら体験"
"2022/10/10 16:22","3127","24020829","やると決めたら楽しむ","ちっぽけさを知ることが大人の始まり","積極的に新しいことにチャレンジする","体験からそれを経験にする","実績、信頼、自信のサイクル"
"2022/10/10 16:22","3126","37022401","やると決めたら楽しむという姿勢","来た波にはのるという姿勢が新しいことにチャレンジするには大事","社会では人との出会いが自分を助けてくれるということ","自分の現状に満足せず、伸びしろを理解し成長につなげること","実績を上げることによって信頼を得て自信を持つことができるということ"
"2022/10/10 16:21","3125","23021220","役に立った時の嬉しさ","ロースクール","授業の熱量","チャットワークなどの法律問題","来た波には乗る"
"2022/10/10 16:21","3124","25021394","やると決めたら楽しむ","物事を俯瞰的に見る","何か始めた後に失敗は良くないのでそうならないようにスタートを大事にする","ずっと目標に対して行動することを楽しむ力と目標に対する熱意が必要","好奇心を持ち自ら現地まで足を運び経験にする"
"2022/10/10 16:20","3123","24021335","学費を賄うためにアルバイトをしつつ勉学もしっかりすること","難しい勉強でも楽しむことが大切","人柄の良さと出会いを逃さないこと","ホームページを立ち上げるにしても他の人がやっていない画期的な面を取り入れ、クライアントに情報を与える。","関学卒というつながりが社会で仕事につながることがある"
"2022/10/10 16:20","3122","24021792","やると決めたら楽しむ","第三者的に俯瞰して物事を考える","来た波には乗ってみる","聞かれる前に知らせる","法律の勉強は将来無駄にはならない"
"2022/10/10 16:20","3121","31020125","役に立ったという実感が今後に活きてくる","他者のために知識を蓄える必要がある","前向きに物事を捉えることによって可能性が広がる","不満に感じたことを人にしない","自分がやると決めたら心から楽しむことが大事"
"2022/10/10 16:20","3120","24022781","やると決めたら楽しむ","自分がちっぽけな存在だと感じたらそれは大人の始まり","若い時から自分で考えて自分で行動する能力を身につけた","来た波に乗る","何か実績を上げることで周囲の信頼を得るのが自信に繋がる"
"2022/10/10 16:20","3119","25021261","やると決めたら楽しむ","第三者目線で物事を見る","立場が上がれば責任も重くなる","新しい仕組みを理解することが大変","自分のところに来た波には乗る"
"2022/10/10 16:20","3118","26022456","俯瞰的に物事を見ること","勉強を継続し続けること","コミュニケーション能力の重要性","自分の存在の小ささを感じることは大人の始まり","波が来たら乗る"
"2022/10/10 16:20","3117","31022529","「やる」と決めたら楽しむ","第三者の目で全体を俯瞰","現状に満足しない","来た波に乗る","「実績→信頼→自信」の繰り返し"
"2022/10/10 16:19","3116","29021045","それがないと続けてられなかった程の成功体験","全部では無いがなにか役に立てる","新人の頃から色々経験してやってみた","やりたいことがだんだん見えてくる","必死だと疑問を持つことなく出来る"
"2022/10/10 16:19","3115","37022004","専門分野とは自分のやりたい事を宣言することである。","やるからには楽しむ","基本仕事を断らない→来た波には乗る","自分の知識を誰の為に使うのか→mastery for service の精神、他者の利益の為につくすことを考える","弁護士の仕事(だけに限らず)は第三者的に全力をつくすこと。依頼者の視点ではなく、俯瞰的に。"
"2022/10/10 16:19","3114","37021049","若い時から自分で考えて行動する","やると決めたら楽しむ","自分がちっぽけだと感じた時が大人になった時","主体性","楽しんで仕事をする"
"2022/10/10 16:19","3113","31022400","やるって決めたら楽しむ","消去法","第三者的な視点をもつ","法律問題は決断の連続","何事も全力"
"2022/10/10 16:19","3112","38021578","専門分野とは自分の好きなものを宣言すること","やると決めたら楽しむ","人との出会いが自分を助けてくれる","楽しむことは自分の意思で決める","好奇心を持って、いろいろな現場に足を運んで自ら体験してそれを経験にする"
"2022/10/10 16:19","3111","25021212","study for service","好奇心を持って様々な現場に行く","やると決めたら楽しむ","のびしろ","来た波には乗る"
"2022/10/10 16:19","3110","24021372","やると決めたら楽しむ","来た波に乗る","自信は実績を上げ、周囲の信頼を得ることで生まれる","人の役に立っている実感を得られるのが弁護士の魅力","好奇心で色んな現場に足を運び沢山の経験を積む"
"2022/10/10 16:18","3108","39022166","弁護士は裁判より書類作業","分からないところを潰すように勉強","鈍感な方がなんでも出来る","時には厳しいことを言わないといけない","留学するべきだった"
